UF,CIDADE,CEP INICIAL,CEP FINAL,VALOR,PRAZO
DF,BRASILIADF,70000000,72799999,"604,49",4
DF,BRASILIADF,73000001,73699999,"604,49",4
GO,AGUASLINDASDEGOIASGO,72910000,72929999,"652,84",5
GO,CIDADEOCIDENTALGO,72880000,72899999,"652,84",4
GO,FORMOSAGO,73800000,73819999,"652,84",4
GO,LUZIANIAGO,72800000,72859999,"652,84",4
GO,NOVOGAMAGO,72860000,72869999,"652,84",4
GO,PADREBERNARDOGO,73700000,73729999,"652,84",6
GO,PALESTINADEGOIASGO,73750001,73757999,"652,84",7
GO,VALPARAISODEGOIASGO,72870000,72879999,"652,84",4
ES,ALEGREES,29500000,29539999,"614,93",6
ES,ALFREDOCHAVESES,29240000,29254999,"595,57",5
ES,ANCHIETAES,29230000,29239999,"614,93",6
ES,CACHOEIRODEITAPEMIRIMES,29300000,29329999,"595,57",5
ES,CARIACICAES,29140000,29159999,"614,93",5
ES,CASTELOES,29360000,29369999,"614,93",6
ES,CONCEICAODOCASTELOES,29370000,29374999,"595,57",6
ES,DOMINGOSMARTINSES,29260000,29279999,"595,57",9
ES,FUNDAOES,29185000,29189999,"614,93",7
ES,GUACUIES,29560000,29579999,"614,93",6
ES,GUARAPARIES,29200000,29229999,"614,93",6
ES,IBATIBAES,29395000,29397999,"614,93",6
ES,IBIRACUES,29670000,29679999,"614,93",7
ES,IBITIRAMAES,29540000,29549999,"614,93",6
ES,ICONHAES,29280000,29284999,"614,93",6
ES,ITAPEMIRIMES,29330000,29344999,"614,93",6
ES,IUNAES,29390000,29394999,"614,93",6
ES,JERONIMOMONTEIROES,29550000,29559999,"595,57",6
ES,MARATAIZESES,29345000,29349999,"614,93",6
ES,PIUMAES,29285000,29289999,"614,93",6
ES,RIONOVODOSULES,29290000,29294999,"595,57",6
ES,SANTALEOPOLDINAES,29640000,29644999,"595,57",9
ES,SERRAES,29160000,29184999,"614,93",5
ES,VENDANOVADOIMIGRANTEES,29375000,29379999,"595,57",6
ES,VIANAES,29130000,29139999,"614,93",5
ES,VILAVELHAES,29100000,29129999,"595,57",5
ES,VITORIAES,29000000,29099999,"614,93",5
ES,AFONSOCLAUDIOES,29600000,29614999,"643,92",9
ES,AGUIABRANCAES,29795000,29799999,"643,92",7
ES,ALTORIONOVOES,29760000,29769999,"643,92",7
ES,APIACAES,29450000,29459999,"663,28",7
ES,ARACRUZES,29190000,29199999,"663,28",7
ES,ATILIOVIVACQUAES,29490000,29499999,"643,92",6
ES,BAIXOGUANDUES,29730000,29744999,"643,92",7
ES,BARRADESAOFRANCISCOES,29800000,29819999,"643,92",7
ES,BOMJESUSDONORTEES,29460000,29469999,"643,92",6
ES,BREJETUBAES,29630000,29639999,"663,28",9
ES,COLATINAES,29700000,29719999,"663,28",6
ES,CONCEICAODABARRAES,29960000,29969999,"643,92",7
ES,DIVINODESAOLOURENCOES,29590000,29599999,"643,92",6
ES,DORESDORIOPRETOES,29580000,29589999,"643,92",7
ES,GOVERNADORLINDENBERGES,29720000,29724999,"643,92",7
ES,IRUPIES,29398000,29399999,"663,28",9
ES,ITAGUACUES,29690000,29699999,"663,28",9
ES,ITARANAES,29620000,29629999,"663,28",9
ES,JAGUAREES,29950000,29959999,"663,28",7
ES,JOAONEIVAES,29680000,29689999,"643,92",7
ES,LARANJADATERRAES,29615000,29619999,"643,92",9
ES,LINHARESES,29900000,29919999,"663,28",6
ES,MANTENOPOLISES,29770000,29779999,"663,28",7
ES,MARECHALFLORIANOES,29255000,29259999,"643,92",9
ES,MARILANDIAES,29725000,29729999,"663,28",6
ES,MIMOSODOSULES,29400000,29449999,"643,92",8
ES,MUNIZFREIREES,29380000,29389999,"643,92",9
ES,MUQUIES,29480000,29489999,"663,28",7
ES,NOVAVENECIAES,29830000,29842999,"643,92",6
ES,PANCASES,29750000,29759999,"663,28",4
ES,PRESIDENTEKENNEDYES,29350000,29359999,"643,92",8
ES,RIOBANANALES,29920000,29926999,"643,92",7
ES,SANTAMARIADEJETIBAES,29645000,29649999,"643,92",9
ES,SANTATERESAES,29650000,29664999,"643,92",9
ES,SAODOMINGOSDONORTEES,29745000,29749999,"643,92",7
ES,SAOGABRIELDAPALHAES,29780000,29784999,"643,92",7
ES,SAOJOSEDOCALCADOES,29470000,29479999,"643,92",7
ES,SAOMATEUSES,29930000,29949999,"643,92",7
ES,SAOROQUEDOCANAAES,29665000,29669999,"643,92",7
ES,SOORETAMAES,29927000,29929999,"663,28",7
ES,VARGEMALTAES,29295000,29299999,"643,92",9
ES,VILAVALERIOES,29785000,29794999,"643,92",7
ES,AGUADOCEDONORTEES,29820000,29829999,"649,56",7
ES,BOAESPERANCAES,29845000,29849999,"649,56",7
ES,ECOPORANGAES,29850000,29879999,"668,92",7
ES,MONTANHAES,29890000,29899999,"668,92",7
ES,MUCURICIES,29880000,29884999,"668,92",7
ES,PEDROCANARIOES,29970000,29979999,"649,56",7
ES,PINHEIROSES,29980000,29999999,"668,92",7
ES,PONTOBELOES,29885000,29889999,"649,56",7
ES,VILAPAVAOES,29843000,29844999,"649,56",7
GO,ITAJAGO,75815000,75818999,"446,98",5
GO,LAGOASANTAGO,75819000,75819999,"446,98",5
MG,ARAPORAMG,38435000,38439999,"578,87",8
GO,BOMJESUSGO,75570000,75579999,"548,28",5
GO,BURITIALEGREGO,75660000,75664999,"548,28",8
GO,CACHOEIRAALTAGO,75870000,75879999,"548,28",6
GO,CACHOEIRADOURADAGO,75560000,75569999,"548,28",8
GO,CACUGO,75813000,75814999,"548,28",6
GO,CALDASNOVASGO,75690000,75694999,"548,28",5
MG,CANAPOLISMG,38380000,38389999,"578,87",8
GO,CATALAOGO,75700000,75714999,"548,28",4
MG,CENTRALINAMG,38390000,38399999,"578,87",8
GO,GOIANDIRAGO,75740000,75749999,"548,28",4
GO,GOIATUBAGO,75600000,75602999,"548,28",5
GO,IPAMERIGO,75780000,75789999,"548,28",8
GO,ITARUMAGO,75810000,75812999,"548,28",6
GO,ITUMBIARAGO,75500000,75549999,"548,28",4
GO,JATAIGO,75800000,75809999,"548,28",4
GO,MORRINHOSGO,75650000,75659999,"548,28",5
GO,OUVIDORGO,75715000,75719999,"548,28",4
GO,PANAMAGO,75580000,75599999,"548,28",6
GO,PARANAIGUARAGO,75880000,75889999,"548,28",6
GO,PIRESDORIOGO,75200000,75209999,"548,28",8
GO,PONTALINAGO,75620000,75629999,"548,28",8
GO,RIOQUENTEGO,75695000,75699999,"548,28",8
GO,RIOVERDEGO,75900000,75914999,"548,28",4
GO,SAOSIMAOGO,75890000,75899999,"548,28",6
MG,TUPACIGUARAMG,38430000,38434999,"578,87",8
GO,URUTAIGO,75790000,75794999,"548,28",8
GO,ABADIADEGOIASGO,75345000,75349999,"604,49",9
GO,ABADIANIAGO,72940000,72959999,"635,36",7
GO,ACREUNAGO,75960000,75969999,"635,36",7
GO,ADELANDIAGO,76155000,76159999,"635,36",9
GO,AGUAFRIADEGOIASGO,73780000,73789999,"604,49",9
GO,ALEXANIAGO,72930000,72939999,"635,36",7
GO,ALOANDIAGO,75615000,75619999,"635,36",7
GO,ALTOPARAISODEGOIASGO,73770000,73779999,"604,49",9
GO,AMERICANODOBRASILGO,76165000,76169999,"604,49",7
GO,ANAPOLISGO,75000000,75159999,"604,49",4
GO,ANHANGUERAGO,75770000,75779999,"635,36",9
GO,ANICUNSGO,76170000,76179999,"635,36",7
GO,APARECIDADEGOIANIAGO,74900000,74999999,"604,49",4
GO,ARACUGO,75410000,75419999,"635,36",7
GO,ARAGOIANIAGO,75360000,75369999,"635,36",7
GO,AURILANDIAGO,76120000,76124999,"635,36",9
GO,AVELINOPOLISGO,75395000,75395999,"635,36",9
GO,BELAVISTADEGOIASGO,75240000,75244999,"604,49",7
GO,BONFINOPOLISGO,75195000,75199999,"635,36",7
GO,BRAZABRANTESGO,75440000,75449999,"635,36",9
GO,BURITIDEGOIASGO,76152000,76154999,"604,49",7
GO,CACHOEIRADEGOIASGO,76125000,76129999,"604,49",9
GO,CALDAZINHAGO,75245000,75249999,"635,36",7
GO,CAMPESTREDEGOIASGO,75396000,75397999,"604,49",7
GO,CAMPOLIMPODEGOIASGO,75160000,75164999,"604,49",7
GO,CARMODORIOVERDEGO,76340000,76342999,"604,49",7
GO,CATURAIGO,75430000,75439999,"635,36",7
GO,CERESGO,76300000,76303999,"635,36",7
GO,CEZARINAGO,76195000,76199999,"635,36",7
GO,CHAPADAODOCEUGO,75828000,75829999,"604,49",4
GO,COCALZINHODEGOIASGO,72975000,72979999,"604,49",7
GO,CORREGODOOUROGO,76145000,76149999,"604,49",7
GO,CORUMBADEGOIASGO,72960000,72974999,"604,49",7
GO,CRISTALINAGO,73850000,73859999,"604,49",5
GO,CRISTIANOPOLISGO,75230000,75239999,"635,36",7
GO,CROMINIAGO,75635000,75639999,"635,36",7
GO,DAMOLANDIAGO,75420000,75429999,"635,36",7
GO,EDEALINAGO,75945000,75949999,"635,36",7
GO,EDEIAGO,75940000,75944999,"635,36",7
GO,FIRMINOPOLISGO,76105000,76109999,"635,36",7
GO,GAMELEIRADEGOIASGO,75184000,75184999,"604,49",9
GO,GOIANAPOLISGO,75170000,75174999,"604,49",6
GO,GOIANESIAGO,76380000,76389999,"635,36",7
GO,GOIANIAGO,74000000,74899999,"604,49",4
GO,GOIANIRAGO,75370000,75374999,"604,49",9
GO,GOIASGO,76600000,76629999,"635,36",7
GO,GUAPOGO,75350000,75354999,"635,36",7
GO,GUARAITAGO,76690000,76699999,"635,36",9
GO,HEITORAIGO,76670000,76679999,"635,36",7
GO,HIDROLANDIAGO,75340000,75344999,"635,36",7
GO,INDIARAGO,75955000,75959999,"635,36",7
GO,INHUMASGO,75400000,75409999,"604,49",7
GO,ITABERAIGO,76630000,76639999,"635,36",7
GO,ITAGUARIGO,76650000,76659999,"635,36",7
GO,ITAGUARUGO,76660000,76669999,"635,36",7
GO,ITAPURANGAGO,76680000,76689999,"635,36",7
GO,ITAUCUGO,75450000,75454999,"635,36",7
GO,IVOLANDIAGO,76130000,76134999,"635,36",9
GO,JANDAIAGO,75950000,75954999,"635,36",7
GO,JARAGUAGO,76330000,76334999,"635,36",7
GO,JESUPOLISGO,75495000,75499999,"604,49",7
GO,JOVIANIAGO,75610000,75614999,"635,36",7
GO,LEOPOLDODEBULHOESGO,75190000,75194999,"604,49",7
GO,MAIRIPOTABAGO,75630000,75634999,"635,36",7
GO,MINEIROSGO,75830000,75834999,"604,49",5
GO,MOIPORAGO,76135000,76139999,"635,36",9
GO,MONTIVIDIUGO,75915000,75919999,"604,49",4
GO,MOSSAMEDESGO,76150000,76151999,"635,36",9
GO,NAZARIOGO,76180000,76189999,"635,36",7
GO,NEROPOLISGO,75460000,75469999,"604,49",9
GO,NOVAVENEZAGO,75470000,75479999,"604,49",7
GO,ORIZONAGO,75280000,75339999,"635,36",9
GO,OUROVERDEDEGOIASGO,75165000,75169999,"604,49",7
GO,PALMEIRASDEGOIASGO,76190000,76194999,"604,49",7
GO,PALMELOGO,75210000,75219999,"635,36",9
GO,PALMINOPOLISGO,75990000,76099999,"635,36",7
GO,PARAUNAGO,75980000,75984999,"635,36",7
GO,PEROLANDIAGO,75823000,75824999,"604,49",5
GO,PETROLINADEGOIASGO,75480000,75489999,"604,49",7
GO,PIRACANJUBAGO,75640000,75644999,"635,36",7
GO,PIRENOPOLISGO,72980000,72989999,"635,36",7
GO,PORTEIRAOGO,75603000,75609999,"635,36",9
GO,PORTELANDIAGO,75835000,75839999,"604,49",5
GO,PROFESSORJAMILGO,75645000,75649999,"604,49",7
GO,QUIRINOPOLISGO,75860000,75864999,"604,49",5
GO,RIALMAGO,76310000,76314999,"635,36",7
GO,RIANAPOLISGO,76315000,76319999,"635,36",7
GO,SANCLERLANDIAGO,76160000,76164999,"635,36",7
GO,SANTABARBARADEGOIASGO,75398000,75399999,"604,49",7
GO,SANTACRUZDEGOIASGO,75220000,75229999,"604,49",9
GO,SANTAHELENADEGOIASGO,75920000,75924999,"604,49",5
GO,SANTARITADOARAGUAIAGO,75840000,75844999,"604,49",5
GO,SANTAROSADEGOIASGO,75455000,75459999,"604,49",7
GO,SANTOANTONIODABARRAGO,75935000,75939999,"604,49",7
GO,SANTOANTONIODEGOIASGO,75375000,75379999,"604,49",7
GO,SANTOANTONIODODESCOBERTOGO,72900000,72909999,"604,49",7
GO,SAOFRANCISCODEGOIASGO,75490000,75494999,"604,49",7
GO,SAOJOAODAPARAUNAGO,75985000,75989999,"604,49",7
GO,SAOLUISDEMONTESBELOSGO,76100000,76104999,"604,49",7
GO,SAOMIGUELDOPASSAQUATROGO,75185000,75189999,"604,49",7
GO,SAOPATRICIOGO,76343000,76344999,"604,49",9
GO,SENADORCANEDOGO,75250000,75259999,"604,49",7
GO,SERRANOPOLISGO,75820000,75822999,"604,49",4
GO,SILVANIAGO,75180000,75183999,"635,36",7
GO,TAQUARALDEGOIASGO,76640000,76649999,"604,49",7
GO,TEREZOPOLISDEGOIASGO,75175000,75179999,"604,49",6
GO,TRINDADEGO,75380000,75394999,"604,49",7
GO,TURVANIAGO,76110000,76119999,"635,36",7
GO,URUANAGO,76335000,76339999,"635,36",7
GO,VARJAOGO,75355000,75359999,"635,36",7
GO,VIANOPOLISGO,75260000,75279999,"635,36",7
GO,VICENTINOPOLISGO,75555000,75559999,"635,36",7
GO,VILAPROPICIOGO,76393000,76393999,"604,49",9
GO,AGUALIMPAGO,75665000,75669999,"652,84",9
GO,ALTOHORIZONTEGO,76560000,76579999,"652,84",9
GO,AMORINOPOLISGO,76140000,76144999,"683,71",9
GO,APARECIDADORIODOCEGO,75827000,75827999,"652,84",7
GO,ARAGARCASGO,76240000,76244999,"683,71",7
GO,ARAGUAPAZGO,76720000,76729999,"683,71",7
GO,ARENOPOLISGO,76235000,76239999,"683,71",9
GO,ARUANAGO,76710000,76719999,"683,71",7
GO,BARROALTOGO,76390000,76392999,"652,84",7
GO,BOMJARDIMDEGOIASGO,76245000,76249999,"652,84",7
GO,BRITANIAGO,76280000,76284999,"683,71",7
GO,CABECEIRASGO,73870000,73889999,"683,71",9
GO,CAIAPONIAGO,75850000,75854999,"683,71",7
GO,CAMPINORTEGO,76410000,76419999,"683,71",7
GO,CAMPOALEGREDEGOIASGO,75795000,75799999,"652,84",9
GO,CAMPOSVERDESGO,76515000,76519999,"652,84",9
GO,CASTELANDIAGO,75925000,75929999,"683,71",7
GO,CORUMBAIBAGO,75680000,75689999,"683,71",7
GO,CRIXASGO,76510000,76514999,"683,71",7
GO,CUMARIGO,75760000,75769999,"683,71",9
GO,DAVINOPOLISGO,75730000,75739999,"683,71",7
GO,DIORAMAGO,76260000,76264999,"683,71",9
GO,ESTRELADONORTEGO,76485000,76489999,"652,84",9
GO,FAINAGO,76740000,76759999,"683,71",7
GO,FAZENDANOVAGO,76220000,76229999,"652,84",7
GO,GOUVELANDIAGO,75865000,75869999,"683,71",9
GO,GUARINOSGO,76374000,76374999,"683,71",9
GO,HIDROLINAGO,76375000,76379999,"683,71",9
GO,INACIOLANDIAGO,75550000,75554999,"683,71",9
GO,IPIRANGADEGOIASGO,76304000,76304999,"652,84",9
GO,IPORAGO,76200000,76204999,"683,71",7
GO,ISRAELANDIAGO,76205000,76209999,"683,71",9
GO,ITAPACIGO,76360000,76364999,"683,71",7
GO,ITAPIRAPUAGO,76290000,76299999,"683,71",7
GO,JAUPACIGO,76210000,76219999,"683,71",7
GO,JUSSARAGO,76270000,76279999,"683,71",7
GO,MARAROSAGO,76490000,76492999,"652,84",7
GO,MARZAGAOGO,75670000,75679999,"683,71",7
GO,MATRINCHAGO,76730000,76739999,"683,71",9
GO,MAURILANDIAGO,75930000,75934999,"683,71",7
GO,MIMOSODEGOIASGO,73730000,73739999,"652,84",7
GO,MONTESCLAROSDEGOIASGO,76255000,76259999,"652,84",7
GO,MORROAGUDODEGOIASGO,76355000,76359999,"652,84",9
GO,MOZARLANDIAGO,76700000,76709999,"683,71",9
GO,NIQUELANDIAGO,76420000,76439999,"683,71",7
GO,NOVAAMERICAGO,76345000,76349999,"652,84",9
GO,NOVAAURORAGO,75750000,75759999,"652,84",9
GO,NOVACRIXASGO,76520000,76524999,"652,84",7
GO,NOVAGLORIAGO,76305000,76309999,"652,84",9
GO,NOVOBRASILGO,76285000,76289999,"652,84",7
GO,PALESTINADEGOIASGO,75845000,75849999,"652,84",7
GO,PILARDEGOIASGO,76372000,76372999,"652,84",9
GO,PIRANHASGO,76230000,76234999,"683,71",7
GO,RUBIATABAGO,76350000,76354999,"683,71",7
GO,SANTAFEDEGOIASGO,76265000,76269999,"652,84",7
GO,SANTAISABELGO,76320000,76329999,"652,84",9
GO,SANTARITADONOVODESTINOGO,76395000,76399999,"652,84",9
GO,SANTATEREZINHADEGOIASGO,76500000,76509999,"652,84",7
GO,SAOLUIZDONORTEGO,76365000,76369999,"652,84",7
GO,TRESRANCHOSGO,75720000,75729999,"652,84",9
GO,TURVELANDIAGO,75970000,75979999,"683,71",7
GO,UIRAPURUGO,76525000,76529999,"683,71",9
GO,URUACUGO,76400000,76409999,"683,71",7
GO,ALVORADADONORTEGO,73950000,73969999,"658,48",9
GO,AMARALINAGO,76493000,76494999,"689,35",9
GO,APOREGO,75825000,75826999,"689,35",9
GO,BALIZAGO,76250000,76254999,"689,35",9
GO,BONOPOLISGO,76555000,76559999,"689,35",9
GO,BURITINOPOLISGO,73975000,73979999,"689,35",9
GO,CAMPINACUGO,76440000,76449999,"689,35",7
GO,CAVALCANTEGO,73790000,73794999,"689,35",7
GO,COLINASDOSULGO,73740000,73749999,"658,48",7
GO,DAMIANOPOLISGO,73980000,73989999,"689,35",9
GO,DOVERLANDIAGO,75855000,75859999,"689,35",7
GO,FLORESDEGOIASGO,73890000,73899999,"658,48",9
GO,FORMOSOGO,76470000,76479999,"689,35",7
GO,GUARANIDEGOIASGO,73910000,73919999,"658,48",9
GO,IACIARAGO,73920000,73929999,"689,35",9
GO,MAMBAIGO,73970000,73974999,"689,35",9
GO,MINACUGO,76450000,76459999,"689,35",7
GO,MONTEALEGREDEGOIASGO,73830000,73839999,"658,48",7
GO,MONTIVIDIUDONORTEGO,76465000,76469999,"658,48",9
GO,MUNDONOVOGO,76530000,76539999,"658,48",7
GO,MUTUNOPOLISGO,76540000,76549999,"689,35",9
GO,NOVAROMAGO,73820000,73824999,"658,48",9
GO,NOVOPLANALTOGO,76580000,76589999,"658,48",9
GO,PORANGATUGO,76550000,76554999,"689,35",7
GO,POSSEGO,73900000,73909999,"689,35",7
GO,SANTATEREZADEGOIASGO,76480000,76484999,"658,48",7
GO,SAOMIGUELDOARAGUAIAGO,76590000,76599999,"658,48",7
GO,TROMBASGO,76460000,76464999,"689,35",7
GO,CAMPOSBELOSGO,73840000,73849999,"715,46",7
GO,DIVINOPOLISDEGOIASGO,73865000,73869999,"715,46",9
GO,NOVAIGUACUDEGOIASGO,76495000,76499999,"715,46",9
GO,SAODOMINGOSGO,73860000,73864999,"715,46",9
GO,SAOJOAODALIANCAGO,73760000,73769999,"715,46",9
GO,SIMOLANDIAGO,73930000,73949999,"746,33",9
GO,SITIODABADIAGO,73990000,73999999,"715,46",9
GO,TERESINADEGOIASGO,73795000,73799999,"715,46",9
GO,VILABOAGO,73825000,73829999,"715,46",9
MG,BETIMMG,32600000,32699999,"471,81",3
MG,CONTAGEMMG,32000000,32399999,"471,81",3
MG,BELOHORIZONTEMG,30000000,31999999,"578,87",4
MG,BRUMADINHOMG,35460000,35469999,"578,87",6
MG,CAETEMG,34800000,34989999,"578,87",8
MG,CONFINSMG,33500000,33599999,"578,87",4
MG,ESMERALDASMG,35740000,35759999,"578,87",8
MG,FLORESTALMG,35690000,35693999,"578,87",8
MG,IBIRITEMG,32400000,32449999,"578,87",4
MG,IGARAPEMG,32900000,32919999,"578,87",8
MG,ITABIRITOMG,35450000,35459999,"578,87",8
MG,ITATIAIUCUMG,35685000,35689999,"578,87",8
MG,JUATUBAMG,35675000,35679999,"578,87",8
MG,LAGOASANTAMG,33400000,33499999,"578,87",4
MG,MARIOCAMPOSMG,32470000,32499999,"578,87",6
MG,MATEUSLEMEMG,35670000,35674999,"578,87",8
MG,NOVALIMAMG,34000000,34299999,"578,87",4
MG,NOVAUNIAOMG,34990000,34999999,"578,87",8
MG,RAPOSOSMG,34400000,34499999,"578,87",8
MG,RIBEIRAODASNEVESMG,33800000,33979999,"578,87",4
MG,RIOACIMAMG,34300000,34399999,"578,87",8
MG,SABARAMG,34500000,34799999,"578,87",8
MG,SANTALUZIAMG,33000000,33199999,"578,87",4
MG,SAOJOAQUIMDEBICASMG,32920000,32999999,"578,87",8
MG,SARZEDOMG,32450000,32469999,"578,87",6
MG,VESPASIANOMG,33200000,33349999,"578,87",4
MG,EXTREMAMG,37640000,37649999,"333,89",3
MG,ITAPEVAMG,37655000,37659999,"333,89",3
SP,JOANOPOLISSP,12980000,12989999,"324,47",7
MG,MUNHOZMG,37620000,37629999,"366,51",13
MG,POUSOALEGREMG,37550001,37561999,"333,89",3
MG,TOLEDOMG,37630000,37639999,"366,51",13
SP,VARGEMSP,12935000,12939999,"324,47",7
MG,AIURUOCAMG,37450000,37451999,"461,63",13
MG,ALAGOAMG,37458000,37459999,"461,63",13
MG,ALFENASMG,37130000,37133999,"429,01",3
MG,BAEPENDIMG,37443000,37444999,"429,01",3
MG,BANDEIRADOSULMG,37740000,37749999,"429,01",4
MG,BOAESPERANCAMG,37170000,37174999,"429,01",3
MG,BOMJESUSDAPENHAMG,37948000,37949999,"429,01",7
MG,BOMREPOUSOMG,37610000,37614999,"429,01",5
MG,BORDADAMATAMG,37564000,37565999,"429,01",3
MG,BOTELHOSMG,37720000,37729999,"429,01",4
MG,BUENOBRANDAOMG,37578000,37579999,"429,01",5
MG,CABOVERDEMG,37880000,37889999,"429,01",5
MG,CACHOEIRADEMINASMG,37545000,37547999,"429,01",5
SP,CACONDESP,13770000,13779999,"419,59",5
MG,CALDASMG,37780000,37789999,"429,01",5
MG,CAMANDUCAIAMG,37650000,37654999,"429,01",3
MG,CAMBUIMG,37600000,37604999,"429,01",3
MG,CAMBUQUIRAMG,37420000,37429999,"429,01",5
MG,CAMPANHAMG,37400000,37404999,"429,01",4
MG,CAMPESTREMG,37730000,37739999,"429,01",4
MG,CAMPODOMEIOMG,37165000,37169999,"429,01",3
MG,CAPETINGAMG,37993000,37996999,"461,63",7
MG,CAREACUMG,37556000,37556999,"429,01",7
MG,CARMODEMINASMG,37472000,37473999,"429,01",5
MG,CARVALHOPOLISMG,37760000,37774999,"461,63",13
MG,CARVALHOSMG,37456000,37457999,"461,63",13
MG,CASSIAMG,37980000,37989999,"429,01",4
MG,CAXAMBUMG,37440000,37442999,"429,01",3
MG,CONCEICAODAAPARECIDAMG,37148000,37149999,"429,01",5
MG,CONCEICAODASPEDRASMG,37527000,37529999,"429,01",13
MG,CONCEICAODORIOVERDEMG,37430000,37439999,"429,01",5
MG,CONCEICAODOSOUROSMG,37548000,37548999,"429,01",5
MG,CONGONHALMG,37557000,37557999,"429,01",4
MG,CONSOLACAOMG,37670000,37679999,"461,63",13
MG,COQUEIRALMG,37235000,37239999,"461,63",17
MG,CORDISLANDIAMG,37498000,37499999,"461,63",17
MG,CORREGODOBOMJESUSMG,37605000,37609999,"429,01",7
MG,CRISTINAMG,37476000,37477999,"429,01",5
MG,CRUZILIAMG,37445000,37446999,"429,01",4
MG,DELFIMMOREIRAMG,37514000,37515999,"429,01",13
MG,DIVISANOVAMG,37134000,37135999,"429,01",7
MG,DOMVICOSOMG,37474000,37475999,"429,01",17
MG,ELOIMENDESMG,37110000,37114999,"429,01",3
MG,ESPIRITOSANTODODOURADOMG,37566000,37566999,"429,01",7
MG,ESTIVAMG,37542000,37544999,"429,01",3
MG,FAMAMG,37138000,37139999,"429,01",3
MG,GONCALVESMG,37680000,37689999,"461,63",13
MG,GUARANESIAMG,37810000,37819999,"429,01",3
MG,GUAXUPEMG,37800000,37804999,"429,01",3
MG,HELIODORAMG,37484000,37484999,"429,01",7
MG,IBITIURADEMINASMG,37790000,37794999,"429,01",7
MG,IJACIMG,37205000,37209999,"429,01",7
MG,INCONFIDENTESMG,37576000,37577999,"429,01",3
MG,IPUIUNAMG,37559000,37559999,"429,01",5
MG,ITAJUBAMG,37500000,37507999,"429,01",3
MG,ITAMOGIMG,37955000,37957999,"429,01",4
MG,ITAMONTEMG,37466000,37466999,"429,01",3
MG,ITANHANDUMG,37464000,37464999,"429,01",3
MG,ITAUDEMINASMG,37975000,37979999,"429,01",4
MG,ITUMIRIMMG,37210000,37214999,"429,01",7
MG,JACUIMG,37965000,37969999,"429,01",5
MG,JURUAIAMG,37805000,37809999,"429,01",3
MG,LAMBARIMG,37480000,37483999,"429,01",5
MG,LAVRASMG,37200000,37204999,"429,01",3
MG,LIBERDADEMG,37350000,37359999,"461,63",13
MG,MACHADOMG,37750000,37756999,"429,01",3
MG,MARIADAFEMG,37517000,37519999,"429,01",5
MG,MARMELOPOLISMG,37516000,37516999,"461,63",13
MG,MINDURIMG,37447000,37449999,"429,01",7
MG,MONSENHORPAULOMG,37405000,37409999,"429,01",7
MG,MONTEBELOMG,37115000,37119999,"429,01",3
MG,MONTESANTODEMINASMG,37958000,37959999,"429,01",4
MG,MUZAMBINHOMG,37890000,37899999,"429,01",4
MG,NATERCIAMG,37524000,37526999,"429,01",7
MG,NOVARESENDEMG,37860000,37879999,"429,01",4
MG,OUROFINOMG,37570000,37575999,"429,01",3
MG,PARAGUACUMG,37120000,37129999,"429,01",3
MG,PARAISOPOLISMG,37660000,37669999,"429,01",5
MG,PASSAQUATROMG,37460000,37463999,"429,01",4
MG,PASSOSMG,37900000,37904999,"429,01",4
MG,PEDRALVAMG,37520000,37523999,"429,01",5
MG,PIRANGUCUMG,37511000,37511999,"461,63",13
MG,PIRANGUINHOMG,37508000,37509999,"429,01",3
MG,POCOFUNDOMG,37757000,37759999,"429,01",3
MG,POCOSDECALDASMG,37700000,37719999,"429,01",3
MG,POUSOALTOMG,37468000,37469999,"429,01",3
MG,PRATAPOLISMG,37970000,37974999,"429,01",4
MG,RIBEIRAOVERMELHOMG,37264000,37266999,"429,01",5
MG,SANTANADAVARGEMMG,37195000,37199999,"429,01",17
MG,SANTARITADECALDASMG,37775000,37779999,"429,01",5
MG,SANTARITADOSAPUCAIMG,37540000,37541999,"429,01",3
SP,SANTOANTONIODAALEGRIASP,14390000,14399999,"419,59",4
MG,SAOGONCALODOSAPUCAIMG,37490000,37495999,"429,01",4
MG,SAOJOAOBATISTADOGLORIAMG,37920000,37921999,"429,01",5
MG,SAOJOAODAMATAMG,37568000,37569999,"429,01",7
MG,SAOJOSEDOALEGREMG,37510000,37510999,"429,01",5
MG,SAOLOURENCOMG,37470000,37471999,"429,01",3
MG,SAOPEDRODAUNIAOMG,37855000,37859999,"429,01",7
MG,SAOSEBASTIAODABELAVISTAMG,37567000,37567999,"429,01",7
MG,SAOSEBASTIAODOPARAISOMG,37950000,37954999,"429,01",3
MG,SAOSEBASTIAODORIOVERDEMG,37467000,37467999,"429,01",13
MG,SAOTOMASDEAQUINOMG,37960000,37964999,"429,01",5
MG,SAPUCAIMIRIMMG,37690000,37699999,"429,01",13
MG,SENADORAMARALMG,37615000,37619999,"429,01",7
MG,SENADORJOSEBENTOMG,37558000,37558999,"429,01",7
MG,SERITINGAMG,37454000,37455999,"461,63",13
MG,SERRANIAMG,37136000,37137999,"429,01",4
MG,SERRANOSMG,37452000,37453999,"461,63",13
MG,SILVIANOPOLISMG,37560000,37562999,"429,01",7
MG,SOLEDADEDEMINASMG,37478000,37479999,"429,01",5
SP,TAPIRATIBASP,13760000,13769999,"419,59",5
