UF,CIDADE,CEP INICIAL,CEP FINAL,VALOR,PRAZO
SC,RIODOOESTESC,89180000,89181999,"319,55",5
SC,RIODOSCEDROSSC,89121000,89123999,"319,55",7
SC,RIODOSULSC,89160000,89169999,"319,55",2
SC,RODEIOSC,89136000,89137999,"319,55",5
SC,SALETESC,89196000,89197999,"319,55",7
SC,SAOJOAOBATISTASC,88240000,88259999,"319,55",5
SC,SAOJOAODOITAPERIUSC,88395000,88399999,"319,55",7
SC,TAIOSC,89190000,89193999,"319,55",4
SC,TIJUCASSC,88200000,88209999,"319,55",3
SC,TIMBOSC,89120000,89120999,"319,55",2
SC,TROMBUDOCENTRALSC,89176000,89177999,"319,55",7
SC,VIDALRAMOSSC,88443000,88444999,"319,55",7
SC,VITORMEIRELESSC,89148000,89149999,"319,55",7
SC,WITMARSUMSC,89157000,89159999,"319,55",7
SC,ABDONBATISTASC,89636000,89637999,"373,98",7
SC,ABELARDOLUZSC,89830000,89831999,"373,98",7
SC,AGUADOCESC,89654000,89659999,"373,98",5
SC,AGUASDECHAPECOSC,89883000,89884999,"373,98",4
SC,AGUASFRIASSC,89843000,89844999,"373,98",7
SC,ALFREDOWAGNERSC,88450000,88459999,"373,98",3
SC,ALTOBELAVISTASC,89730000,89734999,"373,98",7
SC,ANITAGARIBALDISC,88590000,88597999,"373,98",5
SC,ARABUTASC,89740000,89744999,"373,98",7
SC,ARARANGUASC,88900000,88913999,"373,98",3
SC,ARMAZEMSC,88740000,88744999,"373,98",7
SC,ARROIOTRINTASC,89590000,89594999,"373,98",4
SC,ARVOREDOSC,89778000,89779999,"373,98",7
SC,BALNEARIOARROIODOSILVASC,88914000,88914999,"373,98",3
SC,BALNEARIOGAIVOTASC,88955000,88959999,"373,98",3
SC,BALNEARIORINCAOSC,88828000,88829999,"373,98",3
SC,BOCAINADOSULSC,88538000,88539999,"373,98",5
SC,BOMJARDIMDASERRASC,88640000,88649999,"373,98",7
SC,BOMJESUSDOOESTESC,89873000,89873999,"373,98",7
SC,BOMJESUSSC,89824000,89824999,"373,98",7
SC,BOMRETIROSC,88680000,88699999,"373,98",3
SC,BRACODONORTESC,88750000,88759999,"373,98",2
SC,BRUNOPOLISSC,89634000,89635999,"373,98",7
SC,CACADORSC,89500000,89514999,"373,98",3
SC,CAIBISC,89888000,89889999,"373,98",4
SC,CALMONSC,89430000,89439999,"373,98",7
SC,CAMPOBELODOSULSC,88580000,88584999,"373,98",5
SC,CAMPOSNOVOSSC,89620000,89632999,"373,98",5
SC,CAPINZALSC,89665000,89666999,"373,98",5
SC,CAPIVARIDEBAIXOSC,88745000,88749999,"373,98",3
SC,CATANDUVASSC,89670000,89674999,"373,98",4
SC,CAXAMBUDOSULSC,89880000,89881999,"373,98",7
SC,CELSORAMOSSC,88598000,88599999,"373,98",7
SC,CERRONEGROSC,88585000,88589999,"373,98",5
SC,CHAPECOSC,89800000,89816999,"373,98",2
SC,COCALDOSULSC,88845000,88849999,"373,98",3
SC,CONCORDIASC,89700000,89729999,"373,98",4
SC,CORDILHEIRAALTASC,89819000,89819999,"373,98",3
SC,CORONELFREITASSC,89840000,89842999,"373,98",7
SC,CORONELMARTINSSC,89837000,89837999,"373,98",7
SC,CRICIUMASC,88800000,88819999,"373,98",2
SC,CUNHATAISC,89886000,89886999,"373,98",7
SC,CURITIBANOSSC,89520000,89529999,"373,98",3
SC,ENTRERIOSSC,89862000,89864999,"373,98",7
SC,ERMOSC,88935000,88939999,"373,98",3
SC,ERVALVELHOSC,89613000,89617999,"373,98",4
SC,FAXINALDOSGUEDESSC,89694000,89699999,"373,98",7
SC,FORMOSADOSULSC,89859000,89859999,"373,98",7
SC,FORQUILHINHASC,88850000,88859999,"373,98",3
SC,FRAIBURGOSC,89580000,89589999,"373,98",3
SC,FREIROGERIOSC,89530000,89532999,"373,98",7
SC,GALVAOSC,89838000,89838999,"373,98",7
SC,GAROPABASC,88495000,88499999,"405,47",4
SC,GRAOPARASC,88890000,88899999,"373,98",7
SC,GRAVATALSC,88735000,88739999,"373,98",3
SC,GUATAMBUSC,89817000,89817999,"373,98",7
SC,IBIAMSC,89652000,89653999,"373,98",7
SC,IBICARESC,89640000,89641999,"373,98",4
SC,ICARASC,88820000,88827999,"373,98",3
SC,IMARUISC,88770000,88779999,"405,47",8
SC,IMBITUBASC,88780000,88789999,"405,47",4
SC,IOMERESC,89558000,89559999,"373,98",3
SC,IPIRASC,89669000,89669999,"373,98",5
SC,IPUACUSC,89832000,89833999,"373,98",7
SC,IPUMIRIMSC,89790000,89799999,"373,98",7
SC,IRANISC,89680000,89682999,"373,98",4
SC,IRATISC,89856000,89858999,"373,98",7
SC,ITASC,89760000,89764999,"373,98",7
SC,JABORASC,89677000,89679999,"373,98",5
SC,JACINTOMACHADOSC,88950000,88954999,"373,98",7
SC,JAGUARUNASC,88715000,88716999,"405,47",5
SC,JARDINOPOLISSC,89848000,89849999,"373,98",7
SC,JOACABASC,89600000,89608999,"373,98",3
SC,LACERDOPOLISSC,89660000,89662999,"373,98",4
SC,LAGUNASC,88790000,88797999,"405,47",5
SC,LAJEADOGRANDESC,89828000,89829999,"373,98",7
SC,LAUROMULLERSC,88880000,88889999,"373,98",7
SC,LEBONREGISSC,89515000,89517999,"373,98",7
SC,LINDOIADOSULSC,89735000,89739999,"373,98",7
SC,LUZERNASC,89609000,89609999,"373,98",3
SC,MACIEIRASC,89518000,89519999,"373,98",7
RS,MAMPITUBARS,95572000,95574999,"373,98",7
SC,MARACAJASC,88915000,88919999,"373,98",3
SC,MAREMASC,89860000,89861999,"373,98",7
SC,MATOSCOSTASC,89420000,89429999,"373,98",7
SC,MELEIROSC,88920000,88924999,"373,98",3
SC,MODELOSC,89872000,89872999,"373,98",7
SC,MONDAISC,89893000,89894999,"373,98",4
SC,MONTECARLOSC,89618000,89619999,"373,98",7
SC,MORRODAFUMACASC,88830000,88839999,"373,98",3
SC,MORROGRANDESC,88925000,88929999,"373,98",7
SC,NOVAERECHIMSC,89865000,89867999,"373,98",4
SC,NOVAITABERABASC,89818000,89818999,"373,98",7
SC,NOVAVENEZASC,88865000,88869999,"373,98",3
SC,ORLEANSSC,88870000,88879999,"373,98",4
SC,OTACILIOCOSTASC,88540000,88542999,"373,98",3
SC,OUROSC,89663000,89664999,"373,98",4
SC,OUROVERDESC,89834000,89834999,"373,98",7
SC,PAIALSC,89765000,89769999,"373,98",7
SC,PALMEIRASC,88545000,88547999,"373,98",3
SC,PALMITOSSC,89887000,89887999,"373,98",4
SC,PASSODETORRESSC,88980000,88989999,"373,98",5
SC,PASSOSMAIASC,89687000,89689999,"373,98",7
SC,PAULOLOPESSC,88490000,88494999,"373,98",8
SC,PEDRASGRANDESSC,88720000,88729999,"373,98",7
SC,PERITIBASC,89750000,89759999,"373,98",7
SC,PESCARIABRAVASC,88798000,88799999,"373,98",5
SC,PINHALZINHOSC,89870000,89870999,"373,98",4
SC,PINHEIROPRETOSC,89570000,89579999,"373,98",4
SC,PIRATUBASC,89667000,89668999,"373,98",5
SC,PLANALTOALEGRESC,89882000,89882999,"373,98",4
SC,PONTEALTADONORTESC,89535000,89539999,"373,98",5
SC,PONTEALTASC,88550000,88569999,"373,98",3
SC,PONTESERRADASC,89683000,89686999,"373,98",7
SC,PRAIAGRANDESC,88990000,88999999,"373,98",5
SC,PRESIDENTECASTELOBRANCOSC,89745000,89749999,"373,98",7
SC,QUILOMBOSC,89850000,89853999,"373,98",7
SC,RIODASANTASSC,89550000,89557999,"373,98",3
SC,RIOFORTUNASC,88760000,88762999,"373,98",8
SC,RIORUFINOSC,88658000,88679999,"373,98",5
SC,RIQUEZASC,89895000,89895999,"373,98",4
SC,SALTINHOSC,89981000,89981999,"373,98",7
SC,SALTOVELOSOSC,89595000,89599999,"373,98",4
SC,SANGAOSC,88717000,88719999,"405,47",5
SC,SANTACECILIASC,89540000,89544999,"373,98",5
SC,SANTAROSADELIMASC,88763000,88764999,"373,98",8
SC,SANTAROSADOSULSC,88965000,88969999,"373,98",5
SC,SANTATEREZINHASC,89199000,89199999,"373,98",7
SC,SANTIAGODOSULSC,89854000,89854999,"373,98",7
SC,SAOCARLOSSC,89885000,89885999,"373,98",4
SC,SAOCRISTOVAODOSULSC,89533000,89534999,"373,98",5
SC,SAODOMINGOSSC,89835000,89836999,"373,98",7
SC,SAOJOAODOSULSC,88970000,88979999,"373,98",5
SC,SAOJOAQUIMSC,88600000,88624999,"373,98",3
SC,SAOJOSEDOCERRITOSC,88570000,88579999,"373,98",5
SC,SAOLUDGEROSC,88730000,88734999,"373,98",4
SC,SAOMARTINHOSC,88765000,88769999,"373,98",8
SC,SAUDADESSC,89868000,89869999,"373,98",7
SC,SEARASC,89770000,89777999,"373,98",5
SC,SERRAALTASC,89871000,89871999,"373,98",7
SC,SIDEROPOLISSC,88860000,88861999,"373,98",3
SC,SOMBRIOSC,88960000,88964999,"373,98",3
SC,SULBRASILSC,89855000,89855999,"373,98",7
SC,TANGARASC,89642000,89649999,"373,98",4
SC,TIMBEDOSULSC,88940000,88949999,"373,98",7
SC,TIMBOGRANDESC,89545000,89549999,"373,98",7
SC,TREVISOSC,88862000,88864999,"373,98",3
SC,TREZEDEMAIOSC,88710000,88714999,"373,98",8
SC,TREZETILIASSC,89650000,89651999,"373,98",4
SC,TUBARAOSC,88700000,88709999,"373,98",2
SC,TURVOSC,88930000,88934999,"373,98",3
SC,UNIAODOOESTESC,89845000,89847999,"373,98",7
SC,URUBICISC,88650000,88657999,"373,98",3
SC,URUPEMASC,88625000,88639999,"373,98",5
SC,URUSSANGASC,88840000,88844999,"373,98",3
SC,VARGEAOSC,89690000,89693999,"373,98",7
SC,VARGEMBONITASC,89675000,89676999,"373,98",5
SC,VARGEMSC,89638000,89639999,"373,98",7
SC,VIDEIRASC,89560000,89569999,"373,98",3
SC,XANXERESC,89820000,89823999,"373,98",3
SC,XAVANTINASC,89780000,89789999,"373,98",7
SC,XAXIMSC,89825000,89827999,"373,98",4
SC,ZORTEASC,89633000,89633999,"373,98",7
SC,ANCHIETASC,89970000,89979999,"419,59",7
SC,BANDEIRANTESC,89905000,89905999,"419,59",7
SC,BARRABONITASC,89909000,89909999,"419,59",7
SC,BELMONTESC,89925000,89929999,"419,59",7
SC,CUNHAPORASC,89890000,89890999,"419,59",4
SC,DESCANSOSC,89910000,89914999,"419,59",7
SC,FLORDOSERTAOSC,89878000,89878999,"419,59",7
SC,GUARACIABASC,89920000,89924999,"419,59",5
SC,GUARUJADOSULSC,89940000,89949999,"419,59",5
SC,IPORADOOESTESC,89899000,89899999,"419,59",5
SC,IRACEMINHASC,89891000,89892999,"419,59",7
SC,ITAPIRANGASC,89896000,89896999,"419,59",5
SC,JUPIASC,89839000,89839999,"419,59",7
SC,MARAVILHASC,89874000,89874999,"419,59",4
SC,PARAISOSC,89906000,89907999,"419,59",7
SC,PRINCESASC,89935000,89939999,"419,59",7
SC,ROMELANDIASC,89908000,89908999,"419,59",7
SC,SANTAHELENASC,89915000,89919999,"419,59",7
SC,SANTATEREZINHADOPROGRESSOSC,89983000,89984999,"419,59",7
SC,SAOJOAODOOESTESC,89897000,89897999,"419,59",7
SC,SAOJOSEDOCEDROSC,89930000,89934999,"419,59",4
SC,SAOMIGUELDABOAVISTASC,89879000,89879999,"419,59",7
SC,SAOMIGUELDOOESTESC,89900000,89904999,"419,59",2
SC,TIGRINHOSSC,89875000,89877999,"419,59",7
SC,TUNAPOLISSC,89898000,89898999,"419,59",7
SP,ALAMBARISP,18220000,18224999,"319,55",5
SP,ALUMINIOSP,18125000,18129999,"319,55",4
SP,ARACOIABADASERRASP,18190000,18194999,"319,55",5
SP,BARRADOTURVOSP,11955000,11959999,"319,55",7
SP,BURISP,18290000,18299999,"319,55",5
SP,CAJATISP,11950000,11954999,"319,55",4
SP,CANANEIASP,11990000,11999999,"319,55",7
SP,ELDORADOSP,11960000,11989999,"319,55",5
SP,GUARUJASP,11400000,11499999,"339,41",2
SP,IGUAPESP,11920000,11924999,"319,55",4
SP,ILHACOMPRIDASP,11925000,11929999,"319,55",4
SP,IPORANGASP,18330000,18359999,"391,78",7
SP,ITAPETININGASP,18200000,18219999,"319,55",3
SP,ITAPEVASP,18400000,18424999,"319,55",3
SP,ITARIRISP,11760000,11789999,"319,55",5
SP,JACUPIRANGASP,11940000,11949999,"319,55",4
SP,JUQUIASP,11800000,11849999,"319,55",5
SP,MIRACATUSP,11850000,11899999,"319,55",5
SP,NOVACAMPINASP,18435000,18439999,"319,55",7
SP,PARIQUERAACUSP,11930000,11939999,"319,55",4
SP,PEDRODETOLEDOSP,11790000,11799999,"319,55",5
SP,PIEDADESP,18170000,18179999,"319,55",4
SP,PILARDOSULSP,18185000,18189999,"319,55",5
SP,PRAIAGRANDESP,11700000,11729999,"319,55",3
SP,REGISTROSP,11900000,11909999,"319,55",3
SP,SALTODEPIRAPORASP,18160000,18169999,"319,55",5
SP,SAOMIGUELARCANJOSP,18230000,18239999,"319,55",4
SP,SAOVICENTESP,11300000,11399999,"319,55",4
SP,SARAPUISP,18225000,18229999,"319,55",5
SP,SETEBARRASSP,11910000,11919999,"319,55",5
SP,SOROCABASP,18000000,18109999,"319,55",3
SP,TAQUARITUBASP,18740000,18744999,"319,55",3
SP,TAQUARIVAISP,18425000,18429999,"319,55",5
SP,VOTORANTIMSP,18110000,18119999,"319,55",3
SP,AGUASDELINDOIASP,13940000,13949999,"373,98",3
SP,AGUASDESANTABARBARASP,18770000,18774999,"373,98",4
SP,AGUDOSSP,17120000,17149999,"373,98",3
SP,ALFREDOMARCONDESSP,19180000,19189999,"373,98",7
SP,ALVARESMACHADOSP,19160000,19179999,"373,98",4
SP,ALVARODECARVALHOSP,17410000,17419999,"373,98",3
SP,ALVINLANDIASP,17430000,17439999,"373,98",3
SP,AMERICANASP,13465000,13479999,"373,98",3
SP,AMPAROSP,13900000,13909999,"373,98",3
SP,ANGATUBASP,18240000,18244999,"373,98",5
SP,ANHEMBISP,18620000,18639999,"373,98",7
SP,ANHUMASSP,19580000,19589999,"373,98",4
SP,APARECIDASP,12570000,12579999,"373,98",4
SP,APIAISP,18320000,18324999,"373,98",5
SP,ARANDUSP,18710000,18719999,"373,98",4
SP,ARARASSP,13600000,13609999,"373,98",3
SP,AREIOPOLISSP,18670000,18674999,"373,98",4
SP,ARTURNOGUEIRASP,13160000,13164999,"373,98",3
SP,ASSISSP,19800000,19819999,"373,98",2
SP,ATIBAIASP,12940000,12954999,"373,98",3
SP,AVARESP,18700000,18709999,"373,98",3
SP,BARAODEANTONINASP,18490000,18499999,"373,98",7
SP,BARIRISP,17250000,17259999,"373,98",4
SP,BARRABONITASP,17340000,17349999,"373,98",4
SP,BARRADOCHAPEUSP,18325000,18329999,"373,98",7
SP,BAURUSP,17000000,17119999,"373,98",3
SP,BERNARDINODECAMPOSSP,18960000,18969999,"373,98",3
SP,BERTIOGASP,11250000,11299999,"393,84",4
SP,BOCAINASP,17240000,17249999,"373,98",4
SP,BOFETESP,18590000,18599999,"373,98",7
SP,BOITUVASP,18550000,18559999,"373,98",3
SP,BOMJESUSDOSPERDOESSP,12955000,12959999,"373,98",5
SP,BOMSUCESSODEITARARESP,18475000,18479999,"373,98",7
SP,BORACEIASP,17270000,17279999,"373,98",7
SP,BOREBISP,18675000,18679999,"373,98",7
SP,BOTUCATUSP,18600000,18619999,"373,98",3
SP,BRAGANCAPAULISTASP,12900000,12929999,"373,98",3
SP,CABRALIAPAULISTASP,17480000,17489999,"373,98",7
SP,CABREUVASP,13315000,13319999,"373,98",3
SP,CACAPAVASP,12280000,12299999,"373,98",4
SP,CAIABUSP,19530000,19559999,"373,98",7
SP,CAIUASP,19450000,19469999,"373,98",4
SP,CAJAMARSP,7750000,7799999,"373,98",3
SP,CAMPINADOMONTEALEGRESP,18245000,18249999,"373,98",5
SP,CAMPINASSP,13000000,13139999,"393,34",3
SP,CAMPOLIMPOPAULISTASP,13230000,13239999,"373,98",3
SP,CAMPOSDOJORDAOSP,12460000,12489999,"373,98",4
SP,CAMPOSNOVOSPAULISTASP,19960000,19969999,"373,98",3
SP,CANDIDOMOTASP,19880000,19899999,"373,98",3
SP,CANITARSP,18990000,18999999,"373,98",3
SP,CAPAOBONITOSP,18300000,18309999,"373,98",4
SP,CAPELADOALTOSP,18195000,18199999,"373,98",5
SP,CAPIVARISP,13360000,13369999,"373,98",3
SP,CARAGUATATUBASP,11660000,11679999,"389,35",3
SP,CERQUEIRACESARSP,18760000,18769999,"373,98",4
SP,CERQUILHOSP,18520000,18529999,"373,98",3
SP,CESARIOLANGESP,18285000,18289999,"373,98",4
SP,CHARQUEADASP,13515000,13519999,"373,98",3
SP,CHAVANTESSP,18970000,18989999,"373,98",3
SP,CONCHALSP,13835000,13839999,"373,98",3
SP,CONCHASSP,18570000,18579999,"373,98",3
SP,CORDEIROPOLISSP,13490000,13494999,"373,98",3
SP,CORONELMACEDOSP,18745000,18759999,"373,98",7
SP,CORUMBATAISP,13540000,13549999,"373,98",5
SP,COSMOPOLISSP,13150000,13159999,"393,34",3
SP,CRUZALIASP,19860000,19864999,"373,98",5
SP,CUBATAOSP,11500000,11599999,"393,84",5
SP,DOISCORREGOSSP,17300000,17319999,"373,98",4
SP,DUARTINASP,17470000,17474999,"373,98",4
SP,ECHAPORASP,19830000,19839999,"373,98",7
SP,ELIASFAUSTOSP,13350000,13359999,"373,98",4
SP,EMILIANOPOLISSP,19350000,19359999,"373,98",7
SP,ENGENHEIROCOELHOSP,13165000,13169999,"373,98",4
SP,ESPIRITOSANTODOTURVOSP,18935000,18939999,"373,98",3
SP,ESTIVAGERBISP,13857000,13859999,"373,98",3
SP,FARTURASP,18870000,18889999,"373,98",3
SP,FERNAOSP,17455000,17469999,"373,98",3
SP,FLORINEASP,19870000,19879999,"373,98",5
SP,GALIASP,17450000,17454999,"373,98",3
SP,GARCASP,17400000,17409999,"373,98",3
SP,GUAICARASP,16430000,16439999,"373,98",5
SP,GUAPIARASP,18310000,18314999,"373,98",5
SP,GUARAREMASP,8900000,8939999,"373,98",5
SP,GUARATINGUETASP,12500000,12524999,"373,98",4
SP,GUAREISP,18250000,18254999,"373,98",7
SP,HOLAMBRASP,13825000,13829999,"373,98",3
SP,HORTOLANDIASP,13183000,13189999,"393,34",3
SP,IARASSP,18775000,18779999,"373,98",4
SP,IBIRAREMASP,19940000,19959999,"373,98",3
SP,IBIUNASP,18150000,18159999,"373,98",4
SP,IEPESP,19640000,19644999,"373,98",7
SP,IGARACUDOTIETESP,17350000,17359999,"373,98",4
SP,IGARATASP,12350000,12379999,"373,98",7
SP,INDAIATUBASP,13330000,13349999,"373,98",3
SP,INDIANASP,19560000,19569999,"373,98",4
SP,IPAUSSUSP,18950000,18959999,"373,98",3
SP,IPEROSP,18560000,18569999,"373,98",3
SP,IPEUNASP,13537000,13539999,"373,98",3
SP,IRACEMAPOLISSP,13495000,13499999,"373,98",3
SP,ITABERASP,18440000,18459999,"373,98",5
SP,ITAISP,18730000,18739999,"373,98",3
SP,ITANHAEMSP,11740000,11749999,"393,84",4
SP,ITAOCASP,18360000,18379999,"419,24",7
SP,ITAPIRAPUAPAULISTASP,18385000,18399999,"373,98",7
SP,ITAPIRASP,13970000,13989999,"373,98",3
SP,ITAPORANGASP,18480000,18489999,"373,98",4
SP,ITAPUISP,17230000,17239999,"373,98",4
SP,ITARARESP,18460000,18469999,"373,98",4
SP,ITATIBASP,13250000,13259999,"373,98",3
SP,ITATINGASP,18690000,18699999,"373,98",4
SP,ITUPEVASP,13295000,13299999,"373,98",3
SP,ITUSP,13300000,13314999,"373,98",3
SP,JACAREISP,12300000,12349999,"373,98",3
MG,JACUTINGAMG,37590000,37595999,"383,40",5
SP,JAGUARIUNASP,13820000,13824999,"373,98",3
SP,JAMBEIROSP,12270000,12279999,"373,98",5
SP,JARINUSP,13240000,13249999,"373,98",5
SP,JAUSP,17200000,17229999,"373,98",3
SP,JOAORAMALHOSP,19680000,19699999,"373,98",4
SP,JULIOMESQUITASP,17550000,17559999,"373,98",3
SP,JUMIRIMSP,18535000,18539999,"373,98",3
SP,JUNDIAISP,13200000,13219999,"373,98",3
SP,LARANJALPAULISTASP,18500000,18519999,"373,98",3
SP,LENCOISPAULISTASP,18680000,18689999,"373,98",3
SP,LIMEIRASP,13480000,13489999,"373,98",3
SP,LINDOIASP,13950000,13959999,"373,98",3
SP,LINSSP,16400000,16429999,"373,98",4
SP,LOUVEIRASP,13290000,13294999,"373,98",3
SP,LUPERCIOSP,17420000,17429999,"373,98",3
SP,LUTECIASP,19750000,19769999,"373,98",3
SP,MACATUBASP,17290000,17299999,"373,98",5
SP,MAIRINQUESP,18120000,18124999,"373,98",4
SP,MANDURISP,18780000,18789999,"373,98",3
SP,MARACAISP,19840000,19859999,"373,98",5
SP,MARILIASP,17500000,17539999,"373,98",3
SP,MARTINOPOLISSP,19500000,19529999,"373,98",4
SP,MINEIROSDOTIETESP,17320000,17339999,"373,98",4
SP,MOGIGUACUSP,13840000,13856999,"373,98",3
SP,MOGIMIRIMSP,13800000,13819999,"373,98",3
SP,MOMBUCASP,13380000,13389999,"373,98",3
SP,MONGAGUASP,11730000,11739999,"393,84",5
SP,MONTEALEGREDOSULSP,13910000,13919999,"373,98",7
SP,MONTEIROLOBATOSP,12250000,12259999,"373,98",7
SP,MONTEMORSP,13190000,13199999,"373,98",3
MG,MONTESIAOMG,37580000,37589999,"383,40",3
SP,MORUNGABASP,13260000,13269999,"373,98",7
SP,NANTESSP,19645000,19679999,"373,98",7
SP,NARANDIBASP,19220000,19229999,"399,44",7
SP,NATIVIDADEDASERRASP,12180000,12199999,"373,98",7
SP,NAZAREPAULISTASP,12960000,12969999,"373,98",7
SP,NOVAODESSASP,13460000,13464999,"373,98",3
SP,OCAUCUSP,17540000,17549999,"373,98",3
SP,OLEOSP,18790000,18799999,"373,98",7
SP,ORIENTESP,17570000,17579999,"373,98",3
SP,OSCARBRESSANESP,19770000,19779999,"373,98",3
SP,OURINHOSSP,19900000,19919999,"373,98",3
SP,PALMITALSP,19970000,19989999,"373,98",3
SP,PARAGUACUPAULISTASP,19700000,19739999,"373,98",3
SP,PARAIBUNASP,12260000,12269999,"373,98",5
SP,PARANAPANEMASP,18720000,18729999,"373,98",5
SP,PARDINHOSP,18640000,18649999,"373,98",7
SP,PAULINIASP,13140000,13149999,"393,34",3
SP,PAULISTANIASP,17150000,17159999,"373,98",3
SP,PEDERNEIRASSP,17280000,17289999,"373,98",2
SP,PEDRABELASP,12990000,12994999,"373,98",7
SP,PEDREIRASP,13920000,13929999,"373,98",3
SP,PEDRINHASPAULISTASP,19865000,19869999,"373,98",5
SP,PEREIRASSP,18580000,18589999,"373,98",3
SP,PERUIBESP,11750000,11759999,"393,84",4
SP,PINDAMONHANGABASP,12400000,12449999,"373,98",4
SP,PINHALZINHOSP,12995000,12999999,"373,98",3
SP,PIRACAIASP,12970000,12979999,"373,98",7
SP,PIRACICABASP,13400000,13439999,"373,98",3
SP,PIRAJUSP,18800000,18829999,"373,98",3
SP,PIRAPOZINHOSP,19200000,19209999,"373,98",4
SP,PIRATININGASP,17490000,17499999,"373,98",5
SP,PLATINASP,19990000,19999999,"373,98",3
SP,POMPEIASP,17580000,17589999,"373,98",3
SP,PORANGABASP,18260000,18264999,"373,98",7
SP,PORTOFELIZSP,18540000,18549999,"373,98",3
SP,POTIMSP,12525000,12529999,"373,98",3
SP,PRATANIASP,18660000,18669999,"373,98",4
SP,PRESIDENTEBERNARDESSP,19300000,19349999,"373,98",4
SP,PRESIDENTEPRUDENTESP,19000000,19159999,"373,98",3
SP,QUADRASP,18255000,18259999,"373,98",7
SP,QUATASP,19780000,19799999,"373,98",3
SP,QUINTANASP,17670000,17679999,"373,98",3
SP,RAFARDSP,13370000,13379999,"373,98",3
SP,RANCHARIASP,19600000,19639999,"373,98",4
SP,REDENCAODASERRASP,12170000,12179999,"373,98",7
SP,REGENTEFEIJOSP,19570000,19579999,"373,98",2
SP,RIBEIRAOBRANCOSP,18430000,18434999,"373,98",5
SP,RIBEIRAODOSULSP,19930000,19939999,"373,98",3
SP,RIBEIRAOGRANDESP,18315000,18319999,"373,98",7
SP,RIBEIRASP,18380000,18384999,"419,24",7
SP,RIOCLAROSP,13500000,13509999,"373,98",3
SP,RIODASPEDRASSP,13390000,13399999,"373,98",3
SP,RIVERSULSP,18470000,18474999,"373,98",7
SP,SALTINHOSP,13440000,13449999,"373,98",3
SP,SALTOGRANDESP,19920000,19929999,"373,98",3
SP,SALTOSP,13320000,13329999,"373,98",3
SP,SANTABARBARADOESTESP,13450000,13459999,"373,98",3
SP,SANTABRANCASP,12380000,12399999,"373,98",7
SP,SANTACRUZDORIOPARDOSP,18900000,18934999,"373,98",3
SP,SANTAGERTRUDESSP,13510000,13514999,"373,98",3
SP,SANTAMARIADASERRASP,17370000,17379999,"373,98",7
SP,SANTOANASTACIOSP,19360000,19379999,"373,98",3
SP,SANTOANTONIODEPOSSESP,13830000,13834999,"373,98",4
SP,SANTOANTONIODOPINHALSP,12450000,12459999,"373,98",7
SP,SANTOEXPEDITOSP,19190000,19199999,"373,98",3
SP,SANTOSSP,11000000,11249999,"393,84",3
SP,SAOBENTODOSAPUCAISP,12490000,12499999,"373,98",7
SP,SAOJOSEDOSCAMPOSSP,12200000,12249999,"373,98",3
SP,SAOLUIZDOPARAITINGASP,12140000,12169999,"373,98",7
SP,SAOMANUELSP,18650000,18659999,"373,98",2
SP,SAOPEDRODOTURVOSP,18940000,18949999,"373,98",3
SP,SAOROQUESP,18130000,18146999,"373,98",4
SP,SARUTAIASP,18840000,18859999,"373,98",4
SP,SERRANEGRASP,13930000,13939999,"373,98",3
SP,SOCORROSP,13960000,13969999,"373,98",3
SP,SUMARESP,13170000,13182999,"393,34",2
SP,TACIBASP,19590000,19599999,"373,98",7
SP,TAGUAISP,18890000,18899999,"373,98",3
SP,TAPIRAISP,18180000,18184999,"373,98",7
SP,TARABAISP,19210000,19219999,"373,98",4
SP,TARUMASP,19820000,19829999,"373,98",3
SP,TATUISP,18270000,18284999,"373,98",3
SP,TAUBATESP,12000000,12119999,"373,98",3
SP,TEJUPASP,18830000,18839999,"373,98",5
SP,TIETESP,18530000,18534999,"373,98",3
SP,TIMBURISP,18860000,18869999,"373,98",4
SP,TORREDEPEDRASP,18265000,18269999,"373,98",7
SP,TORRINHASP,17360000,17369999,"373,98",5
SP,TREMEMBESP,12120000,12129999,"373,98",5
SP,TUIUTISP,12930000,12934999,"373,98",7
SP,TUPASP,17600000,17629999,"373,98",3
SP,UBIRAJARASP,17440000,17449999,"373,98",3
SP,VALINHOSSP,13270000,13279999,"373,98",3
SP,VARZEAPAULISTASP,13220000,13229999,"373,98",3
SP,VERACRUZSP,17560000,17569999,"373,98",3
SP,VINHEDOSP,13280000,13289999,"373,98",3
SP,ADAMANTINASP,17800000,17809999,"419,59",3
SP,ADOLFOSP,15230000,15239999,"419,59",4
SP,AGUAISP,13860000,13869999,"419,59",4
SP,AGUASDAPRATASP,13890000,13899999,"419,59",5
SP,AGUASDESAOPEDROSP,13525000,13529999,"419,59",3
MG,ALBERTINAMG,37596000,37599999,"461,63",4
SP,ALTINOPOLISSP,14350000,14389999,"419,59",3
SP,ALTOALEGRESP,16310000,16339999,"419,59",7
SP,ALVARESFLORENCESP,15540000,15549999,"419,59",7
SP,AMERICOBRASILIENSESP,14820000,14824999,"419,59",3
SP,AMERICODECAMPOSSP,15550000,15559999,"419,59",7
SP,ANALANDIASP,13550000,13559999,"419,59",5
MG,ANDRADASMG,37795000,37799999,"429,01",3
SP,ANDRADINASP,16900000,16919999,"419,59",3
SP,ARACATUBASP,16000000,16129999,"419,59",2
